City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Nova Olimpia,BR,-14.7972,-57.2881,83.12,85,88,1.79,overcast clouds
460,Lorengau,PG,-2.0226,147.2712,80.76,78,100,2.91,overcast clouds
461,Sayyan,YE,15.1718,44.3244,63.55,47,27,4.5,scattered clouds
462,Ibra,OM,22.6906,58.5334,73.17,34,0,0.83,clear sky
463,Sar-E Pul,AF,35.8333,66.1667,48.63,43,0,5.21,clear sky
464,Codo,BR,-4.4553,-43.8856,76.8,89,70,1.25,broken clouds
465,Laguna De Perlas,NI,12.3429,-83.6712,82.35,67,74,10.38,broken clouds
466,Valdivia,CL,-39.8142,-73.2459,64.49,46,8,5.73,clear sky
467,Clyde River,CA,70.4692,-68.5914,-3.77,77,100,23.02,light snow
468,Dauriya,RU,49.9333,116.8667,19.92,57,100,3.27,overcast clouds
469,Balkhash,KZ,46.844,74.9804,31.21,68,84,5.93,broken clouds
470,Ponta Delgada,PT,37.7333,-25.6667,63.5,72,20,11.5,few clouds
471,La Primavera,CO,5.4906,-70.4092,95.56,30,99,9.8,overcast clouds
472,Kapoeta,SS,4.7717,33.5903,79.43,57,100,14.45,light rain
473,Piacabucu,BR,-10.4056,-36.4344,79.18,73,94,7.38,overcast clouds
474,Bathsheba,BB,13.2167,-59.5167,78.93,73,27,21.63,scattered clouds
475,Uarini,BR,-2.99,-65.1083,84.33,74,93,2.82,overcast clouds
476,Ambilobe,MG,-13.2,49.05,75.13,96,100,2.39,overcast clouds
477,Padang,ID,-0.9492,100.3543,75.45,66,93,4.45,overcast clouds
478,Priladozhskiy,RU,59.85,31.4833,34.54,1,100,3.6,overcast clouds
479,Kahului,US,20.8947,-156.47,82.42,39,20,24.16,few clouds
480,New Baltimore,US,42.6811,-82.7369,48.99,79,100,18.41,overcast clouds
481,Omboue,GA,-1.5746,9.2618,79.18,91,100,6.64,light rain
482,Bom Jesus Da Lapa,BR,-13.255,-43.4181,87.01,34,24,2.93,few clouds
483,Lambarene,GA,-0.7001,10.2406,77.56,93,31,4.63,light rain
484,Mathathane,BW,-22.2687,28.7495,76.53,36,15,4.45,few clouds
485,Henties Bay,NA,-22.116,14.2845,64.4,88,5,5.93,clear sky
486,Chuguyevka,RU,44.1653,133.8633,31.01,81,100,4.72,snow
487,Lavumisa,SZ,-27.31,31.892,69.67,91,45,4.07,scattered clouds
488,Encruzilhada,BR,-15.5314,-40.9094,75.04,70,79,7.49,broken clouds
489,Morondava,MG,-20.2833,44.2833,81.12,78,17,0.65,few clouds
490,Collie,AU,-33.3667,116.15,55.11,70,0,6.42,clear sky
491,Carballo,ES,43.213,-8.691,56.62,68,0,4.45,clear sky
492,Huarmey,PE,-10.0681,-78.1522,73.54,77,95,9.66,overcast clouds
493,Mogadishu,SO,2.0371,45.3438,80.78,84,100,11.12,overcast clouds
494,Xining,CN,36.6167,101.7667,34.63,56,100,3.09,overcast clouds
495,Gizo,SB,-8.103,156.8419,82.78,74,77,5.28,light rain
496,Tabory,RU,58.5198,64.5495,34.52,83,100,13.09,overcast clouds
497,Estelle,US,29.8458,-90.1067,73.99,31,40,11.5,scattered clouds
498,Solyanka,RU,46.3889,48.0176,35.55,87,100,8.95,light rain
499,Zyryanka,RU,65.75,150.85,-10.26,100,100,1.86,overcast clouds
500,Chadiza,ZM,-14.0678,32.4392,66.36,94,94,0.27,overcast clouds
501,Ulaanbaatar,MN,47.9077,106.8832,5.13,85,75,2.24,broken clouds
502,Russell,US,32.3502,-85.1999,69.4,28,0,8.05,clear sky
503,Port Hardy,CA,50.6996,-127.4199,46.58,66,100,13.8,overcast clouds
504,Zvishavane,ZW,-20.3267,30.0665,75.47,43,99,1.68,overcast clouds
505,Ancud,CL,-41.8697,-73.8203,60.22,72,13,8.32,few clouds
506,Stykkisholmur,IS,65.0757,-22.7297,24.78,80,100,14.92,overcast clouds
507,Muros,ES,42.7762,-9.0603,47.16,67,1,10.31,clear sky
508,Palafrugell,ES,41.9174,3.1631,51.78,55,91,3.0,overcast clouds
509,Bilma,NE,18.6853,12.9164,74.05,16,0,9.93,clear sky
510,Ahuimanu,US,21.4447,-157.8378,80.46,66,75,17.27,broken clouds
511,Tigil,RU,57.8,158.6667,8.8,94,24,5.86,few clouds
512,Makat,KZ,47.6469,53.3463,34.36,67,72,8.95,broken clouds
513,Paita,PE,-5.0892,-81.1144,77.41,69,69,18.72,broken clouds
514,Algiers,DZ,36.7525,3.042,62.42,39,0,9.22,clear sky
515,Sur,OM,22.5667,59.5289,81.75,36,0,7.31,clear sky
516,Ahipara,NZ,-35.1667,173.1667,65.19,86,100,17.2,overcast clouds
517,Birao,CF,10.2849,22.7882,81.86,17,15,7.09,few clouds
518,Kalamia,GR,39.1656,20.9317,51.66,70,0,3.09,clear sky
519,Angoche,MZ,-16.2325,39.9086,78.28,82,3,5.32,clear sky
520,Carutapera,BR,-1.195,-46.02,75.67,94,100,9.69,moderate rain
521,Ilorin,NG,8.5,4.55,88.02,36,100,5.32,overcast clouds
522,Naranjos,MX,21.35,-97.6833,77.14,35,1,8.63,clear sky
523,Ust-Kulom,RU,61.6864,53.6902,22.28,87,100,12.73,light snow
524,Santarem,BR,-2.4431,-54.7083,80.26,84,100,3.98,overcast clouds
525,Chapais,CA,49.7834,-74.8492,28.18,96,100,11.68,light snow
526,Pacific Grove,US,36.6177,-121.9166,73.38,81,40,8.99,scattered clouds
527,Nipawin,CA,53.3668,-104.0009,30.24,100,100,24.16,overcast clouds
528,Aklavik,CA,68.2191,-135.0107,-4.0,59,0,4.61,clear sky
529,Yvetot,FR,49.6174,0.7581,51.13,60,0,7.43,clear sky
530,Poltavka,RU,54.3663,71.7632,9.36,97,37,7.38,scattered clouds
531,Casa Grande,US,32.8795,-111.7573,85.15,5,0,4.61,clear sky
532,Lumut,MY,4.2323,100.6298,77.02,94,20,0.0,few clouds
533,Suffolk,US,40.8668,-72.7996,46.89,95,100,12.66,mist
534,Mahanje,TZ,-9.9333,35.3333,64.72,96,89,2.39,overcast clouds
535,Tuatapere,NZ,-46.1333,167.6833,54.72,63,23,4.21,few clouds
536,Abdulino,RU,53.7,53.6667,31.12,97,100,10.83,overcast clouds
537,Kyren,RU,51.6828,102.1408,9.03,79,87,2.62,overcast clouds
538,Kargasok,RU,59.0556,80.8572,3.67,100,98,4.41,overcast clouds
539,Coffs Harbour,AU,-30.3,153.1333,67.96,88,100,8.05,overcast clouds
540,Kikwit,CD,-5.041,18.8162,75.54,77,0,2.37,clear sky
541,Nueva Guinea,NI,11.6876,-84.4562,85.35,48,95,14.58,overcast clouds
542,Moroni,KM,-11.7022,43.2551,81.23,80,100,3.53,overcast clouds
543,Touba,CI,8.2833,-7.6833,78.98,66,13,4.34,few clouds
544,Marsh Harbour,BS,26.5412,-77.0636,77.4,77,6,19.69,clear sky
545,Ust-Barguzin,RU,53.45,108.9833,8.01,99,100,1.3,overcast clouds
546,Moranbah,AU,-22.0016,148.0466,68.29,71,44,4.85,scattered clouds
547,Harper,LR,4.375,-7.7169,80.24,86,18,6.13,few clouds
548,Havelock,US,34.8791,-76.9013,66.94,95,100,5.99,moderate rain
549,Dudinka,RU,69.4058,86.1778,11.62,93,96,14.63,overcast clouds
550,Shenjiamen,CN,29.9576,122.298,58.82,90,100,24.74,light rain
551,Emba,KZ,48.8264,58.1442,10.29,99,92,3.65,overcast clouds
552,Vawkavysk,BY,53.1561,24.4513,38.43,68,0,6.17,clear sky
553,Pasni,PK,25.2631,63.471,78.66,56,1,4.61,clear sky
554,Faya,SA,18.3851,42.4509,59.11,34,5,3.33,clear sky
555,Deputatskiy,RU,69.3,139.9,-16.11,96,28,4.0,scattered clouds
556,Zhireken,RU,52.8249,117.3076,9.23,96,100,3.6,overcast clouds
557,Beipiao,CN,41.7919,120.7792,44.89,76,100,0.92,overcast clouds
558,Lingao,CN,19.9103,109.6859,74.8,91,37,6.4,scattered clouds
559,Ayan,RU,56.45,138.1667,9.57,87,20,4.41,few clouds
560,Sechelt,CA,49.4664,-123.7694,54.52,57,100,5.35,overcast clouds
561,Qaqortoq,GL,60.7167,-46.0333,25.61,72,100,5.59,overcast clouds
562,Hofn,IS,64.2539,-15.2082,43.43,74,100,13.0,overcast clouds
563,Putnam,US,36.1667,-85.65,59.79,35,40,13.8,scattered clouds
564,Jinchang,CN,38.4953,102.1739,35.92,30,100,12.71,overcast clouds
565,Mrakovo,RU,52.7161,56.6244,30.54,98,100,6.71,overcast clouds
566,Mpongwe,ZM,-13.5091,28.155,64.35,98,72,4.34,moderate rain
567,Guozhen,CN,34.3659,107.359,56.84,42,100,7.27,overcast clouds
568,Ulaangom,MN,49.9811,92.0667,1.89,79,100,4.47,overcast clouds
569,Erzin,TR,36.9559,36.2,45.57,87,99,3.18,overcast clouds
570,Harvard,US,42.4222,-88.6137,41.68,88,100,5.12,overcast clouds
571,Gat,IL,31.61,34.7642,49.78,100,85,10.92,overcast clouds
572,Daoukro,CI,7.0591,-3.9631,77.0,88,91,3.13,light rain
573,Parabel,RU,58.6978,81.4825,5.14,100,96,4.72,overcast clouds
574,Ketchikan,US,55.3422,-131.6461,46.38,70,100,9.22,overcast clouds
575,Bundaberg,AU,-24.85,152.35,71.22,87,92,6.91,overcast clouds
576,Mugur-Aksy,RU,50.35,90.5,6.96,96,100,5.23,light snow
577,Itoman,JP,26.1247,127.6694,70.57,70,75,20.71,broken clouds
578,Katherine,AU,-14.4667,132.2667,73.72,88,98,0.0,overcast clouds
579,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,100,10.36,light rain
580,Anda,CN,46.4,125.3167,35.33,90,64,17.27,broken clouds
581,Kingisepp,RU,59.3733,28.6134,33.78,98,100,0.81,overcast clouds
582,Bac Lieu,VN,9.285,105.7244,80.87,80,1,6.44,clear sky
583,Ludvika,SE,60.1496,15.1878,44.4,90,55,2.89,broken clouds
584,Birjand,IR,32.8663,59.2211,57.67,23,0,18.41,clear sky
585,Gornopravdinsk,RU,60.05,69.9,21.6,95,100,10.2,light snow
586,Bontang,ID,0.1333,117.5,77.7,86,83,5.17,broken clouds
587,Vaitape,PF,-16.5167,-151.75,81.18,73,69,13.87,broken clouds
588,Taoudenni,ML,22.6783,-3.9836,81.23,15,0,12.84,clear sky
589,Luwuk,ID,-0.9516,122.7875,77.18,77,100,1.77,overcast clouds
590,Cairns,AU,-16.9167,145.7667,78.75,65,100,5.75,overcast clouds
591,Vuktyl,RU,63.8567,57.3094,18.32,86,100,15.46,overcast clouds
592,Naryan-Mar,RU,67.6713,53.087,15.71,94,100,11.54,light snow
593,Banjar,ID,-8.19,114.9675,77.43,90,78,1.28,moderate rain
594,Lapeer,US,43.0514,-83.3188,46.98,71,100,10.36,light rain
595,Hay River,CA,60.8156,-115.7999,4.98,61,20,14.97,few clouds
596,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,79,0,8.95,clear sky
597,Rabo De Peixe,PT,37.8,-25.5833,62.28,77,20,11.5,few clouds
598,Meiktila,MM,20.8667,95.8667,76.08,71,56,8.46,broken clouds
599,Fortuna,US,40.5982,-124.1573,51.98,94,100,17.27,overcast clouds
600,Ormara,PK,25.2088,64.6357,78.33,64,0,7.74,clear sky
601,Baruun-Urt,MN,46.6806,113.2792,19.9,91,74,6.91,broken clouds
602,Santa Cruz De La Palma,ES,28.6835,-17.7642,61.14,63,20,3.44,few clouds
603,Luba,GQ,3.4568,8.5547,80.49,83,21,9.55,few clouds
604,Lexington,US,37.9887,-84.4777,57.33,53,75,17.27,broken clouds
605,Posse,BR,-14.0931,-46.3694,78.06,57,92,2.46,overcast clouds
606,Souillac,MU,-20.5167,57.5167,79.18,89,40,5.75,scattered clouds
607,Korla,CN,41.7597,86.1469,37.4,48,0,2.84,clear sky
608,Athens,GR,37.9795,23.7162,57.24,48,0,7.0,clear sky
609,Venado Tuerto,AR,-33.7456,-61.9688,50.07,85,100,31.79,overcast clouds
610,Kendari,ID,-3.945,122.4989,74.1,95,93,3.0,overcast clouds
611,Moorhead,US,46.8739,-96.7676,50.99,58,0,12.66,clear sky
612,Coromandel,BR,-18.4733,-47.2003,73.54,67,95,1.99,overcast clouds
613,Galveston,US,29.3669,-94.9669,70.03,28,1,8.99,clear sky
614,Orizona,BR,-17.0314,-48.2958,75.42,68,100,2.48,overcast clouds
615,Paignton,GB,50.4357,-3.5679,53.62,63,0,5.19,clear sky
616,Minsk Mazowiecki,PL,52.1794,21.5725,49.39,73,0,7.18,clear sky
617,Olafsvik,IS,64.8945,-23.7142,29.46,80,100,20.8,overcast clouds
618,Mumbwa,ZM,-14.9783,27.0619,64.54,96,70,2.39,broken clouds
619,Labuhan,ID,-6.8844,112.2051,78.71,87,100,5.79,light rain
620,Umea,SE,63.8284,20.2597,31.93,86,75,0.0,broken clouds
621,Biltine,TD,14.5333,20.9167,80.38,13,37,12.3,scattered clouds
622,Peleduy,RU,59.6289,112.7406,4.95,99,100,2.3,overcast clouds
623,Kaduqli,SD,11.0167,29.7167,82.4,12,4,13.53,clear sky
624,Verkhnetulomskiy,RU,68.6073,31.7962,23.13,84,100,6.29,overcast clouds
625,Black River,JM,18.0264,-77.8487,84.49,53,27,20.74,scattered clouds
626,Nemuro,JP,43.3236,145.575,30.02,89,22,7.16,few clouds
627,Madang,PG,-5.2246,145.7966,75.07,91,100,5.57,moderate rain
628,Maragogi,BR,-9.0122,-35.2225,79.0,81,98,6.44,overcast clouds
629,Sucre,BO,-19.0333,-65.2627,66.88,57,68,9.31,broken clouds
630,Bud,US,39.447,-86.1758,48.42,69,79,17.6,broken clouds
631,Townsville,AU,-19.25,146.8,70.68,88,20,4.61,few clouds
632,Fowa,NG,8.9167,6.4,88.34,25,100,0.69,overcast clouds
633,Palmer,US,42.1584,-72.3287,43.65,86,100,10.36,light intensity drizzle
634,Lucea,JM,18.451,-78.1736,85.86,68,75,6.02,broken clouds
635,Bestobe,KZ,52.4994,73.0975,13.96,95,6,8.39,clear sky
636,Ballina,AU,-28.8667,153.5667,69.98,99,68,7.52,broken clouds
637,Naze,JP,28.3667,129.4833,63.52,74,56,18.32,broken clouds
638,Constitucion,CL,-35.3333,-72.4167,66.49,47,0,19.73,clear sky
639,Kolyshley,RU,52.7005,44.5367,29.39,99,96,7.2,overcast clouds
640,Kamina,CD,-8.7386,24.9906,64.62,96,26,3.96,scattered clouds
641,Bandarbeyla,SO,9.4942,50.8122,77.04,77,29,5.21,scattered clouds
642,Denpasar,ID,-8.65,115.2167,78.46,88,75,8.05,broken clouds
643,Villamontes,BO,-21.25,-63.5,65.64,86,100,8.97,overcast clouds
644,Pryozerne,UA,45.2698,36.3303,41.05,86,96,6.11,overcast clouds
645,Tezu,IN,27.9167,96.1667,69.8,50,70,5.03,broken clouds
646,Vandavasi,IN,12.5,79.6167,78.31,86,5,5.1,clear sky
647,Grand-Lahou,CI,5.1367,-5.0242,80.01,89,9,6.2,clear sky
648,Roblin,CA,51.23,-101.3565,33.58,99,100,21.45,overcast clouds
649,Iberia,US,29.9502,-91.7507,72.09,30,0,20.71,clear sky
650,Shawnee,US,39.05,-95.7669,44.29,74,100,12.66,overcast clouds
651,Novovorontsovka,UA,47.5004,33.9175,37.72,60,78,10.89,broken clouds
652,Goundam,ML,16.4145,-3.6708,93.42,8,84,2.06,broken clouds
653,Haines Junction,CA,60.7522,-137.5108,40.95,38,100,3.44,overcast clouds
654,Teguldet,RU,57.3064,88.1667,-0.06,100,88,2.89,overcast clouds
655,Melekhovo,RU,56.2773,41.2935,34.93,89,96,6.42,overcast clouds
656,Novi Sanzhary,UA,49.3439,34.3108,42.04,84,100,2.91,overcast clouds
657,Buraydah,SA,26.326,43.975,63.05,23,0,11.43,clear sky
658,Raudeberg,NO,61.9875,5.1352,45.95,92,100,26.42,overcast clouds
659,Ixtapa,MX,20.7,-105.2,76.23,53,0,11.5,clear sky
660,Magole,TZ,-6.3667,37.3667,71.19,92,1,1.23,clear sky
661,Kotka,FI,60.4664,26.9458,42.06,99,100,3.65,overcast clouds
662,Belogorsk,RU,50.9158,128.4611,20.35,89,100,9.33,overcast clouds
663,Mayskiy,RU,47.6931,40.1025,27.81,55,61,4.65,broken clouds
664,Rudnaya Pristan,RU,44.3614,135.8116,33.55,77,99,1.32,overcast clouds
665,Nara,JP,34.6851,135.8049,42.69,78,2,2.08,clear sky
666,Nguru,NG,12.8791,10.4526,81.19,15,98,9.57,overcast clouds
667,Hambantota,LK,6.1241,81.1185,78.08,81,49,8.97,scattered clouds
668,Seoul,KR,37.5683,126.9778,40.44,87,91,1.14,mist
669,Almeirim,BR,-1.5233,-52.5817,77.32,94,93,5.26,moderate rain
670,Salinopolis,BR,-0.6136,-47.3561,77.2,88,99,11.07,overcast clouds
671,Le Port,RE,-20.9373,55.2919,79.25,71,26,4.92,scattered clouds
672,Paris,FR,48.8534,2.3488,59.14,43,0,6.91,clear sky
673,Mkushi,ZM,-13.6202,29.3939,64.74,96,100,3.58,overcast clouds
674,Constanza,DE,47.6603,9.1758,50.18,52,1,4.0,clear sky
675,Xochihuehuetlan,MX,17.9167,-98.4333,91.67,15,0,4.72,clear sky
676,Moron,AR,-34.6534,-58.6198,56.91,86,100,14.09,light rain
677,Zhuhai,CN,22.2769,113.5678,67.78,100,75,19.57,broken clouds
678,Merauke,ID,-8.4667,140.3333,74.88,93,73,8.41,broken clouds
679,Kalmunai,LK,7.4167,81.8167,77.99,85,6,5.88,clear sky
680,Roma,US,43.2128,-75.4557,46.54,80,100,11.5,overcast clouds
681,Antipino,RU,57.1068,65.7576,32.54,89,98,12.95,overcast clouds
682,Valparaiso,CL,-33.0393,-71.6273,79.03,34,0,16.11,clear sky
683,Leshukonskoye,RU,64.8989,45.7622,18.07,77,10,10.31,clear sky
684,Madimba,TZ,-10.4,40.3333,78.17,89,49,5.37,scattered clouds
685,Samarai,PG,-10.6167,150.6667,82.85,76,94,10.69,overcast clouds
686,Abu Kamal,SY,34.4506,40.9171,53.33,49,19,8.9,few clouds
687,Asfi,MA,32.2994,-9.2372,56.01,69,38,6.51,scattered clouds
688,Malindi,KE,-3.2175,40.1191,81.41,87,5,13.49,clear sky
689,General Roca,AR,-39.0333,-67.5833,75.61,17,0,16.02,clear sky
